model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane,Xiaomi,REDMI15-8/256-TGRAY,669.000,,8,256,7000,6.9,,,,Android 15,Octa Core,Gris Titane,,Oui,"Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane [REDMI15-8/256-TGRAY] Écran 6,9"" LCD IPS (2340 × 1080), jusqu'à 144Hz  - Trois certifications TÜV Rheinland - Processeur: Snapdragon® 685 Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) -... 669,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-gris-titane.html
Smartphone VIVO V40 Lite 8Go 256Go - Vert,Vivo,VIVO-V40LITE-8/256-GR,999.000,699.000,8,256,5000,2400,,,4G,Android 14,Octa Core,Vert,,Non,"VIVO V40 Lite Conception parfaite Caméra en forme de diamant imitation coussin. Cadre métallique brillant. Design ultra-fin de VIVO V40 LITE . Performances fluides: Les configurations avancées offrent un fonctionnement fluide. Chaque moment est précieux. FlashCharge Profitez de plusieurs heures d'autonomie en quelques minutes seulement avec le smartphone VIVO V40 LITE . Charge à 80%: en environ une demi-heure Protection de charge nocturne: Réduit l'activité pendant les heures de sommeil pour préserver l'intégrité de la batterie pendant la nuit. Protection de sécurité à 24 dimensions: Matrice de protection 6 × 4, protection complète pour une charge en toute sécurité. Là où les histoires prennent vie Plongez au cœur d'une expérience cinématographique inédite. 120 Hz: Fréquence de rafraîchissement ultra-élevée . 91,9%: Super rapport écran/corps . 1200 nits: Écran haute luminosité (HBM) équipé de la technologie Sunlight . Capteur d'empreintes intégré: Capteur d'empreintes digitales intégré",https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-vert.html
Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane,Vivo,VIVO-V40LITE-8/256-SL,999.000,699.000,8,256,5000,2400,,,4G,Android 14,Octa Core,Silver Titane,,Non,"Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane [VIVO-V40LITE-8/256-SL] Smartphone VIVO V40 Lite - 6,67"" AMOLED (1080 x 2400 pixels), 120 Hz, 1800 nits - Processeur: Qualcomm Snapdragon® 685 4G(4 nm) Octa-core - Système d'exploitation: Android 14, Funtouch OS 14 - RAM: 8Go - Stockage: 256Go ... 699,000 DT 999,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-silver-titane.html
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver,Xiaomi,REDMI-13C-5G-8/256-SSILVER,799.000,699.000,8,256,5000,1600,50,5,5G,,MediaTek,Starry Silver,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver [REDMI-13C-5G-8/256-SSILVER] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement : 90 Hz - Processeur : MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 50 MP - Caméra avant : 5 ... 699,000 DT 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-silver.html
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir,Xiaomi,REDMI-13C-5G-8/256-SBLACK,799.000,699.000,8,256,5000,1600,50,5,5G,,MediaTek,Starry Noir,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir [REDMI-13C-5G-8/256-SBLACK] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement : 90 Hz - Processeur : MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 50 MP - Caméra avant : 5 ... 699,000 DT 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-noir.html
Smartphone OPPO A5 4G 6Go 128Go - Blanc brumeux,OPPO,OPPO-A5-6/128-WHITE,699.000,,6,128,6000,6.67,50,,4G,,Snapdragon,Blanc brumeux,,Oui,"Smartphone OPPO A5 4G 6Go 128Go Résistance à l'eau et à la poussière IP65 Conçu selon la norme IP65 , cet appareil est hermétiquement scellé pour résister aux éléments . Que vous soyez sur un sentier poussiéreux ou surpris par une averse soudaine, il reste parfaitement protégé . Ses ports sont ajustés avec précision pour empêcher toute infiltration. De plus, ses composants internes sont scellés avec un adhésif spécial. Cette conception garantit une protection efficace contre la poussière et l’ eau , assurant ainsi une durabilité optimale. Résistance aux chocs de qualité militaire Doté d'un cadre en alliage haute résistance et d’un verre renforcé , cet appareil offre une protection optimale. Il ne se contente pas de résister aux chutes , il les absorbe sans problème. Certifié conforme aux normes militaires , il garantit une robustesse exceptionnelle. De plus, il bénéficie de la certification SGS Gold , gage de qualité. Conçu pour affronter les chocs , les coups et les situations diffici",https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-blanc-brumeux.html
Smartphone OPPO A5 4G 6Go 128Go - Vert aurore,OPPO,OPPO-A5-6/128-AGREEN,699.000,,6,128,6000,6.67,50,,4G,,Snapdragon,Vert aurore,,Oui,"Smartphone OPPO A5 4G 6Go 128Go Résistance à l'eau et à la poussière IP65 Conçu selon la norme IP65 , cet appareil est hermétiquement scellé pour résister aux éléments . Que vous soyez sur un sentier poussiéreux ou surpris par une averse soudaine, il reste parfaitement protégé . Ses ports sont ajustés avec précision pour empêcher toute infiltration. De plus, ses composants internes sont scellés avec un adhésif spécial. Cette conception garantit une protection efficace contre la poussière et l’ eau , assurant ainsi une durabilité optimale. Résistance aux chocs de qualité militaire Doté d'un cadre en alliage haute résistance et d’un verre renforcé , cet appareil offre une protection optimale. Il ne se contente pas de résister aux chutes , il les absorbe sans problème. Certifié conforme aux normes militaires , il garantit une robustesse exceptionnelle. De plus, il bénéficie de la certification SGS Gold , gage de qualité. Conçu pour affronter les chocs , les coups et les situations diffici",https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-vert-aurore.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir,Samsung,SM-A17-4G-6/128-BK,699.000,,6,128,5000,6.7,50,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir [SM-A17-4G-6/128-BK] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-noir.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris,Samsung,SM-A17-4G-6/128-GR,699.000,,6,128,5000,6.7,50,,4G,Android 15,Octa Core,Gris,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris [SM-A17-4G-6/128-GR] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-gris.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair,Samsung,SM-A17-4G-6/128-LBL,699.000,,6,128,5000,6.7,50,,4G,Android 15,Octa Core,Bleu Clair,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair [SM-A17-4G-6/128-LBL] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-bleu-clair.html
Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair,Samsung,SM-A06-5G-6/128-LGREEN,699.000,,6,128,5000,6.7,,,5G,,Octa Core,Vert Clair,,Oui,"Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair [SM-A06-5G-6/128-LGREEN] Écran 6.7"" LCD (720 x 1600 px TFT) - Défilement fluide à 60 Hz - Processeur: Mediatek Dimensity 6300 (6 nm) Octa-core - Système d'exploitation: Android - Mémoire RAM: 6 Go extensible jusqu’à 12 Go - Stockage: 128 Go - Ap... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-6go-128go-vert-clair.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe,Xiaomi,REDMI-15C-5G-8/256-MGREEN,719.000,,8,256,6000,6.9,,,5G,,MediaTek,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe [REDMI-15C-5G-8/256-MGREEN] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-vert-menthe.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit,Xiaomi,REDMI-15C-5G-8/256-MBK,719.000,,8,256,6000,6.9,,,5G,,MediaTek,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit [REDMI-15C-5G-8/256-MBK] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet,Xiaomi,REDMI-15C-5G-8/256-DPURPLE,719.000,,8,256,6000,6.9,,,5G,,MediaTek,Violet,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet [REDMI-15C-5G-8/256-DPURPLE] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-violet.html
Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green,Xiaomi,REDMI-N14-8/128-LGREEN,789.000,749.000,8,128,5500,6.67,108,,4G,,,Lime Green,,Oui,"Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green [REDMI-N14-8/128-LGREEN] écran  6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Processeur Hélio G99-Ultra, jusqu'à 2,5 GHz- RAM : 8Go - Mémoire : 128Go - Caméra arrière : 108MP+2MP+2MP - Cam... 749,000 DT 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-lime-vert.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black,Xiaomi,REDMI-N14-8/128-MB,789.000,749.000,8,128,5500,6.67,108,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black [REDMI-N14-8/128-MB] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 128Go - Caméra arrière: 108MP+2MP+2MP - Caméra ... 749,000 DT 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-128go-midnight-black.html
Smartphone XIAOMI Redmi Note 13 Pro 12Go 512Go - Noir,Xiaomi,REDMI-N13PRO-12/512-MBK,1 199.000,749.000,12,512,5000,6.67,,,,Android 13,Octa Core,Noir,,Non,"Smartphone XIAOMI Redmi Note 13 Pro Une nouvelle référence pour l'affichage Le nouvel écran AMOLED 6,67"" haut de gamme, avec un taux de rafraîchissement élevé de 120 Hz, une large gamme de couleurs DCI-P3 100 % et un cadre ultra-fin, l'écran affiche des images délicates, lisses et saisissantes aux couleurs éclatantes. La température des couleurs de l'écran s'adapte intelligemment à l'heure de la journée et à différentes applications, ce qui donne moins le rythme circadien tout en étant apaisant et plus doux pour les yeux. De plus, l'écran du Redmi Note 13 Pro a été amélioré pour une meilleure reconnaissance tactile et un meilleur contrôle, ce qui évite les déclenchements accidentels dus à l'eau. Caméra principale avec stabilisation OIS Le Redmi Note 13 Pro est doté d'une caméra principale de 200 MP haut de gamme prend en charge la technologie Super QPD pour une mise au point plus rapide et plus précise. La puissante combinaison de la technologie OIS et EIS améliore considérablement les",https://www.mytek.tn/smartphone-xiaomi-redmi-note-13-pro-12go-512go-noir.html
Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black,Xiaomi,REDMI-N14-8/256-MB,999.000,779.000,8,256,5500,6.67,108,,4G,,,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black [REDMI-N14-8/256-MB] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+2MP+2MP - Ca... 779,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-noir-de-minuit.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - ocean blue,Xiaomi,REDMI-N14-8/256-OBLUE,999.000,779.000,8,256,5500,6.67,108,20,4G,,MediaTek,ocean blue,,En arrivage,"Xiaomi Redmi Note 14 4G Un Design Élégant et Résistant Ce smartphone se distingue par son design raffiné avec une épaisseur de seulement 8,16 mm et un poids de 200 g , garantissant une prise en main confortable. Son verre Corning® Gorilla® Glass 5 assure une excellente protection contre l’usure, tandis que la certification IP54 le rend résistant aux éclaboussures. De plus, son écran est conçu pour répondre aux commandes tactiles même avec des doigts mouillés, offrant une expérience d’utilisation fluide en toutes circonstances. Caméra Haut de Gamme avec Performance Exceptionnelle Cette configuration triple caméra comprend un capteur principal de 108 MP avec ouverture f/1,7, une caméra de profondeur et un objectif macro de 2 MP . Grâce à un algorithme RAW avancé, la qualité d’image est exceptionnelle, même en zoom et en basse lumière. Les portraits sont sublimés par une fonction d’embellissement naturelle, tandis que la capture d’objets en mouvement garantit des clichés nets. La double v",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green,Xiaomi,REDMI-N14-8/256-LGREEN,999.000,779.000,8,256,5500,6.67,108,,4G,,,Lime Green,,Oui,"Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green [REDMI-N14-8/256-LGREEN] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+2MP+2MP - Ca... 779,000 DT 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-lime-vert.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy,Infinix,X6870-N50S-8/256-BRED,899.000,779.000,8,256,5500,6.78,,,5G,Android 15,Octa Core,Red Burgundy,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy [X6870-N50S-8/256-BRED] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-red-burgundy.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift,Infinix,X6870-N50S-8/256-ADRIFT,899.000,779.000,8,256,5500,6.78,,,5G,Android 15,Octa Core,Adrift,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift [X6870-N50S-8/256-ADRIFT] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-adrift.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey,Infinix,X6870-N50S-8/256-TGREY,899.000,779.000,8,256,5500,6.78,,,5G,Android 15,Octa Core,Titanium Grey,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey [X6870-N50S-8/256-TGREY] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-titanium-grey.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Sand Gold,Xiaomi,REDMI-N14-8/256-SGOLD,999.000,779.000,8,256,5500,6.67,108,,4G,,,Sand Gold,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Sand Gold [REDMI-N14-8/256-SGOLD] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 108MP+2MP+2MP - Caméra a... 779,000 DT 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-sand-gold.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Mist Purple,Xiaomi,REDMI-N14-8/256-MPURPLE,999.000,779.000,8,256,5500,6.67,108,,4G,,,Mist Purple,,En arrivage,"Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Mist Purple [REDMI-N14-8/256-MPURPLE] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 108MP+2MP+2MP - Caméra a... 779,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-mist-purple.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Océan blue,Xiaomi,REDMI-N14-8/128-OBLUE,789.000,,8,128,5500,6.67,108,,4G,,,Océan blue,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Océan blue [REDMI-N14-8/128-OBLUE] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 128Go - Caméra arrière : 108MP+2MP+2MP - Ca... 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-ocean-blue.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sleek Black,Infinix,X6886-HOT60PRO/PLUS-8/256-SBK,799.000,,8,256,5160,1224,,,4G,Android 15,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sleek Black [X6886-HOT60PRO/PLUS-8/256-SBK] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sleek-black.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Titanium Silver,Infinix,X6886-HOT60PRO/PLUS-8/256-TSILVER,799.000,,8,256,5160,1224,,,4G,Android 15,Octa Core,Titanium Silver,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Titanium Silver [X6886-HOT60PRO/PLUS-8/256-TSILVER] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-titanium-silver.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Misty Violet,Infinix,X6886-HOT60PRO/PLUS-8/256-MVIOLET,799.000,,8,256,5160,1224,,,4G,Android 15,Octa Core,Misty Violet,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Misty Violet [X6886-HOT60PRO/PLUS-8/256-MVIOLET] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-misty-violet.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Coral Tides,Infinix,X6886-HOT60PRO/PLUS-8/256-CTIDES,799.000,,8,256,5160,1224,,,4G,Android 15,Octa Core,Coral Tides,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Coral Tides [X6886-HOT60PRO/PLUS-8/256-CTIDES] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-coral-tides.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sonic Yellow,Infinix,X6886-HOT60PRO/PLUS-8/256-SYELLOW,799.000,,8,256,5160,1224,,,4G,Android 15,Octa Core,Sonic Yellow,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sonic Yellow [X6886-HOT60PRO/PLUS-8/256-SYELLOW] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sonic-yellow.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Gris,Samsung,SM-A17-6/128-GRAY,799.000,,6,128,5000,6.7,50,,5G,Android 15,Octa Core,Gris,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Gris [SM-A17-6/128-GRAY] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-gris.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Bleu,Samsung,SM-A17-6/128-BLUE,799.000,,6,128,5000,6.7,50,,5G,Android 15,Octa Core,Bleu,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Bleu [SM-A17-6/128-BLUE] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-bleu.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Noir,Samsung,SM-A17-6/128-BLACK,799.000,,6,128,5000,6.7,50,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Noir [SM-A17-6/128-BLACK] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-noir.html
Smartphone HONOR X7D 5G  8Go 256Go - Desert Gold,Honor,HONOR-X7D-8/256-DGOLD,799.000,,8,256,6500,6.77,50,,5G,Android 15,Snapdragon,Desert Gold,,Oui,"Smartphone HONOR X7D 5G  8Go 256Go - Desert Gold Expérience fluide et puissance au quotidien Ce smartphone offre une expérience moderne et réactive grâce à son processeur Qualcomm Snapdragon 6s Gen 3 et son système Android 15 avec MagicOS 9.0 . Conçu pour répondre aux besoins du quotidien, il assure une navigation rapide, une gestion efficace du multitâche et un accès intuitif à toutes vos applications. Super résistance à l’eau et à la poussière Conçu pour suivre votre rythme, ce smartphone bénéficie d’une protection avancée contre l’eau et la poussière, avec des tests de pluie de 24h pour garantir une fiabilité totale au quotidien. Étanche et résistant au sable comme à la poussière, il reste performant en cuisine, sous la douche ou lors de vos activités extérieures. Son écran réagit même avec les mains mouillées ou savonneuses, vous permettant de communiquer et naviguer sans difficulté. Un compagnon solide et pratique, prêt pour toutes les situations de la vie. Bouton IA instantané, a",https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-desert-gold.html
